运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级
WLYD6556716,上海余杭区,杭州余杭区,刘秀英,EMP_004,吴敏贸易公司,顺丰速运,建材,整车,1131kg,3.91m³,1311元,3968元,2026-10-04 03:12,2025-10-01 11:58,2026-10-04 03:12,2026-03-07 18:53,已签收,刘敏,885km,天河网点,天河网点,路线异常,中
WLYD1291030,上海南山区,杭州朝阳区,张伟,EMP_098,陈伟贸易公司,顺丰速运,电子产品,合同物流,2359kg,0.74m³,2420元,4402元,2026-02-02 19:44,2026-04-23 05:28,2026-02-02 19:44,2025-04-25 18:27,已退回,周伟,246km,天河网点,余杭网点,路线异常,高
WLYD8618189,南京鼓楼区,深圳余杭区,张芳,EMP_010,黄磊贸易公司,顺丰速运,电子产品,零担,216kg,5.92m³,2914元,3208元,2025-02-28 23:13,2026-08-24 00:59,2025-02-28 23:13,2026-08-23 02:19,派送中,王芳,1362km,天河网点,鼓楼网点,路线异常,低
WLYD6384958,深圳余杭区,杭州朝阳区,李丽,EMP_095,黄丽贸易公司,顺丰速运,电子产品,整车,2474kg,8.33m³,1037元,1500元,2026-07-14 15:57,2025-03-22 03:33,2026-07-14 15:57,2025-03-05 10:53,派送中,李丽,1765km,天河网点,浦东网点,虚假签收,高
WLYD2820116,杭州朝阳区,深圳鼓楼区,杨静,EMP_022,赵丽贸易公司,顺丰速运,服装,零担,2181kg,9.86m³,3395元,623元,2026-11-03 04:45,2025-08-01 17:04,2026-11-03 04:45,2026-10-12 05:04,已签收,吴芳,1454km,南山网点,浦东网点,重量异常,中
WLYD4247812,上海浦东新区,广州浦东新区,李伟,EMP_093,赵强贸易公司,顺丰速运,食品,零担,2186kg,2.39m³,4610元,4537元,2026-03-11 05:49,2026-01-05 04:30,2026-03-11 05:49,2026-10-18 19:10,派送中,杨强,644km,鼓楼网点,浦东网点,运费异常,高
WLYD5659307,深圳鼓楼区,广州浦东新区,赵丽,EMP_046,吴强贸易公司,顺丰速运,化工品,整车,3395kg,1.27m³,2958元,387元,2025-02-11 13:55,2026-01-07 20:21,2025-02-11 13:55,2026-10-25 19:11,已签收,吴静,219km,浦东网点,朝阳网点,未及时签收,低
WLYD8217567,广州朝阳区,广州余杭区,黄敏,EMP_010,周芳贸易公司,顺丰速运,服装,零担,3718kg,1.05m³,3689元,2568元,2025-03-15 07:38,2025-12-17 08:14,2025-03-15 07:38,2025-05-20 22:10,已签收,李洋,313km,天河网点,浦东网点,运费异常,中
WLYD9451930,杭州鼓楼区,南京鼓楼区,周伟,EMP_029,王磊贸易公司,顺丰速运,电子产品,零担,4057kg,9.52m³,1189元,906元,2026-10-04 06:50,2026-11-04 11:03,2026-10-04 06:50,2025-02-14 08:50,派送中,张丽,143km,鼓楼网点,朝阳网点,超时派送,高
WLYD6654547,上海天河区,南京南山区,黄敏,EMP_017,刘强贸易公司,顺丰速运,电子产品,整车,566kg,4.17m³,4233元,1845元,2025-06-19 07:44,2026-09-15 12:45,2025-06-19 07:44,2026-05-28 17:12,已签收,周洋,1262km,南山网点,余杭网点,重量异常,高
WLYD4105081,上海南山区,南京南山区,吴敏,EMP_023,刘敏贸易公司,顺丰速运,建材,零担,2335kg,6.90m³,2613元,4713元,2025-05-28 21:48,2025-03-22 03:34,2025-05-28 21:48,2026-04-22 08:27,已签收,陈娜,702km,朝阳网点,浦东网点,货物损坏,高
WLYD6591759,南京南山区,广州天河区,陈强,EMP_046,吴伟贸易公司,顺丰速运,建材,合同物流,4242kg,3.56m³,2556元,4106元,2025-04-09 00:03,2025-03-04 05:37,2025-04-09 00:03,2026-05-19 09:45,已签收,杨芳,1911km,朝阳网点,天河网点,货物损坏,高
WLYD5192657,上海余杭区,南京天河区,周洋,EMP_012,王洋贸易公司,顺丰速运,建材,零担,3670kg,1.86m³,3804元,4318元,2026-07-26 00:58,2025-12-18 12:52,2026-07-26 00:58,2025-01-17 18:04,已签收,周强,1069km,余杭网点,余杭网点,货物损坏,高
WLYD4603855,广州鼓楼区,杭州天河区,赵静,EMP_088,周芳贸易公司,顺丰速运,化工品,整车,930kg,7.84m³,2265元,126元,2026-02-22 06:52,2026-09-26 21:48,2026-02-22 06:52,2025-02-01 00:31,已退回,周磊,1654km,鼓楼网点,鼓楼网点,包装破损,中
WLYD8698628,广州余杭区,南京余杭区,黄伟,EMP_013,黄磊贸易公司,顺丰速运,建材,整车,1988kg,2.62m³,230元,751元,2026-04-07 17:30,2026-02-27 15:26,2026-04-07 17:30,2025-10-19 22:59,已签收,王敏,1284km,鼓楼网点,南山网点,包装破损,高
WLYD1667764,杭州鼓楼区,上海朝阳区,吴伟,EMP_040,李芳贸易公司,顺丰速运,食品,零担,2346kg,5.70m³,1911元,4503元,2026-11-05 22:41,2025-02-06 05:48,2026-11-05 22:41,2026-04-21 15:11,已退回,赵敏,1463km,天河网点,朝阳网点,货物损坏,中
WLYD3586221,北京朝阳区,广州余杭区,王洋,EMP_017,李洋贸易公司,顺丰速运,化工品,整车,4439kg,2.02m³,802元,1511元,2025-03-08 01:49,2026-11-04 06:25,2025-03-08 01:49,2026-05-27 14:54,派送中,周丽,468km,朝阳网点,鼓楼网点,包装破损,中
WLYD7910548,杭州浦东新区,南京鼓楼区,王芳,EMP_098,陈娜贸易公司,顺丰速运,化工品,整车,205kg,2.56m³,2696元,1936元,2026-04-04 12:57,2026-12-07 09:48,2026-04-04 12:57,2026-11-26 14:51,已签收,杨伟,834km,余杭网点,天河网点,虚假签收,低
WLYD5682393,杭州余杭区,广州鼓楼区,王敏,EMP_069,周强贸易公司,顺丰速运,食品,整车,4408kg,7.36m³,1616元,140元,2026-05-05 14:52,2026-01-04 19:08,2026-05-05 14:52,2026-01-14 15:02,已退回,杨静,57km,南山网点,天河网点,运费异常,低
WLYD5109167,杭州余杭区,广州天河区,王伟,EMP_090,王丽贸易公司,顺丰速运,食品,零担,1266kg,9.29m³,4650元,139元,2025-09-02 15:49,2025-10-20 02:10,2025-09-02 15:49,2025-08-10 06:56,已签收,周芳,1947km,鼓楼网点,浦东网点,未及时签收,低
WLYD4500460,广州朝阳区,广州朝阳区,刘娜,EMP_047,杨敏贸易公司,顺丰速运,食品,整车,3498kg,2.63m³,2999元,3339元,2026-11-25 04:34,2026-07-04 18:11,2026-11-25 04:34,2025-07-20 14:44,已退回,张丽,336km,南山网点,朝阳网点,超时派送,高
WLYD9037871,深圳朝阳区,深圳南山区,杨丽,EMP_041,王秀英贸易公司,顺丰速运,化工品,零担,3933kg,3.30m³,726元,539元,2026-12-28 19:29,2026-12-25 00:29,2026-12-28 19:29,2025-10-07 00:45,已签收,黄敏,1307km,余杭网点,朝阳网点,路线异常,低
WLYD6451976,深圳余杭区,北京南山区,王娜,EMP_095,赵秀英贸易公司,顺丰速运,建材,整车,1004kg,2.88m³,1681元,1917元,2025-04-12 00:22,2025-03-08 19:50,2025-04-12 00:22,2025-01-10 03:31,已签收,杨芳,1301km,南山网点,南山网点,虚假签收,低
WLYD1687086,广州天河区,上海余杭区,王秀英,EMP_048,王娜贸易公司,顺丰速运,建材,整车,4630kg,6.51m³,2802元,4037元,2025-12-09 16:13,2025-08-27 21:11,2025-12-09 16:13,2026-07-12 03:03,派送中,李丽,615km,南山网点,鼓楼网点,重量异常,低
WLYD8855347,广州鼓楼区,上海南山区,李洋,EMP_024,黄丽贸易公司,顺丰速运,食品,整车,4419kg,2.81m³,299元,605元,2026-06-23 22:04,2025-06-22 20:54,2026-06-23 22:04,2025-06-17 23:39,已退回,黄洋,1082km,浦东网点,鼓楼网点,未及时签收,低
WLYD8293253,北京浦东新区,深圳南山区,王磊,EMP_007,吴敏贸易公司,顺丰速运,服装,整车,4979kg,0.85m³,2837元,1592元,2026-03-14 15:50,2026-08-03 01:38,2026-03-14 15:50,2026-01-20 20:21,已退回,周丽,123km,天河网点,浦东网点,重量异常,低
WLYD1290257,广州南山区,杭州鼓楼区,黄磊,EMP_035,陈强贸易公司,顺丰速运,建材,零担,496kg,7.60m³,2472元,1618元,2026-05-05 21:25,2026-09-13 12:07,2026-05-05 21:25,2026-04-23 01:46,已退回,吴敏,1797km,天河网点,南山网点,重量异常,中
WLYD7816695,南京朝阳区,北京南山区,赵丽,EMP_097,陈敏贸易公司,顺丰速运,服装,合同物流,4562kg,1.89m³,3960元,815元,2026-02-24 06:11,2026-09-11 03:21,2026-02-24 06:11,2026-05-20 00:02,派送中,刘丽,1122km,浦东网点,天河网点,运费异常,低
WLYD6690193,杭州朝阳区,深圳朝阳区,王强,EMP_021,王芳贸易公司,顺丰速运,电子产品,零担,3108kg,1.39m³,1963元,4404元,2026-09-16 00:08,2026-01-26 14:26,2026-09-16 00:08,2025-12-12 19:50,已退回,陈芳,1011km,南山网点,天河网点,重量异常,高
WLYD8637039,广州朝阳区,北京南山区,王秀英,EMP_015,赵芳贸易公司,顺丰速运,化工品,合同物流,2525kg,7.73m³,4955元,3429元,2025-04-21 06:29,2026-12-11 21:19,2025-04-21 06:29,2026-02-15 14:58,派送中,陈磊,1544km,鼓楼网点,浦东网点,未及时签收,高
WLYD5933617,南京朝阳区,广州朝阳区,王静,EMP_016,杨强贸易公司,顺丰速运,电子产品,整车,2280kg,0.83m³,862元,4291元,2026-05-07 19:15,2026-04-12 10:45,2026-05-07 19:15,2026-06-16 05:58,已签收,赵强,1309km,余杭网点,天河网点,重量异常,中
WLYD2893124,广州南山区,上海余杭区,杨静,EMP_067,张敏贸易公司,顺丰速运,化工品,零担,2103kg,2.47m³,1260元,975元,2025-09-19 05:31,2025-01-27 18:02,2025-09-19 05:31,2026-04-26 06:36,派送中,李敏,211km,朝阳网点,朝阳网点,超时派送,高
WLYD6695156,杭州南山区,深圳朝阳区,刘秀英,EMP_034,黄芳贸易公司,顺丰速运,化工品,合同物流,3175kg,6.54m³,280元,3435元,2026-02-17 04:49,2025-08-03 02:38,2026-02-17 04:49,2025-06-09 14:38,派送中,王丽,733km,余杭网点,南山网点,超时派送,低
WLYD9547241,上海天河区,北京余杭区,杨芳,EMP_022,杨丽贸易公司,顺丰速运,服装,整车,3544kg,8.62m³,2250元,693元,2025-08-13 13:48,2026-12-04 18:27,2025-08-13 13:48,2026-10-20 21:12,已退回,赵娜,1830km,南山网点,天河网点,未及时签收,低
WLYD1937385,南京天河区,杭州鼓楼区,赵丽,EMP_062,刘静贸易公司,顺丰速运,服装,合同物流,4820kg,3.72m³,3380元,2067元,2025-03-08 21:06,2025-12-10 20:49,2025-03-08 21:06,2025-10-26 03:37,已退回,王丽,806km,鼓楼网点,鼓楼网点,重量异常,低
WLYD1266039,北京浦东新区,北京朝阳区,张娜,EMP_018,刘伟贸易公司,顺丰速运,电子产品,合同物流,579kg,9.84m³,2159元,3561元,2025-10-15 07:01,2025-01-02 17:54,2025-10-15 07:01,2026-08-11 09:26,已退回,陈磊,431km,南山网点,南山网点,未及时签收,高
WLYD8991426,杭州南山区,杭州余杭区,陈洋,EMP_063,杨敏贸易公司,顺丰速运,建材,零担,2981kg,5.17m³,3460元,3718元,2025-06-27 00:18,2025-11-11 09:28,2025-06-27 00:18,2026-10-25 17:33,已退回,刘伟,1327km,朝阳网点,余杭网点,运费异常,低
WLYD1720461,杭州浦东新区,深圳余杭区,吴伟,EMP_009,王丽贸易公司,顺丰速运,化工品,整车,3858kg,9.38m³,3822元,1106元,2026-04-02 12:34,2026-05-04 21:58,2026-04-02 12:34,2026-07-07 16:25,已退回,吴洋,1820km,朝阳网点,天河网点,路线异常,低
WLYD2669346,北京南山区,上海余杭区,陈芳,EMP_023,陈秀英贸易公司,顺丰速运,食品,合同物流,1510kg,8.08m³,4863元,3289元,2025-07-20 09:33,2025-09-13 23:58,2025-07-20 09:33,2025-09-27 05:44,派送中,刘静,1348km,余杭网点,天河网点,货物损坏,高
WLYD7865029,北京南山区,南京南山区,张敏,EMP_025,张娜贸易公司,顺丰速运,食品,合同物流,1804kg,2.42m³,4900元,4143元,2025-08-20 21:02,2026-06-27 05:19,2025-08-20 21:02,2025-04-05 12:01,已退回,杨伟,439km,朝阳网点,天河网点,运费异常,低
WLYD3362112,杭州南山区,南京南山区,赵敏,EMP_036,刘洋贸易公司,顺丰速运,服装,零担,643kg,6.02m³,196元,167元,2025-12-20 06:34,2026-06-11 15:27,2025-12-20 06:34,2025-06-17 09:34,已退回,吴强,207km,朝阳网点,南山网点,路线异常,低
WLYD3547769,杭州浦东新区,南京朝阳区,刘洋,EMP_049,赵敏贸易公司,顺丰速运,服装,零担,739kg,8.83m³,1304元,3911元,2025-07-06 18:52,2025-07-15 12:08,2025-07-06 18:52,2026-10-01 04:20,已签收,王秀英,1903km,鼓楼网点,南山网点,路线异常,高
WLYD1050818,广州鼓楼区,北京朝阳区,杨丽,EMP_073,吴磊贸易公司,顺丰速运,电子产品,零担,4253kg,6.50m³,376元,671元,2025-10-17 17:53,2026-12-25 21:26,2025-10-17 17:53,2025-12-28 18:59,已签收,王丽,1552km,南山网点,朝阳网点,虚假签收,低
WLYD3966867,上海浦东新区,上海余杭区,吴芳,EMP_039,杨敏贸易公司,顺丰速运,服装,合同物流,4548kg,6.60m³,4689元,703元,2026-11-08 05:07,2025-03-19 18:55,2026-11-08 05:07,2025-12-23 11:26,已退回,李伟,1457km,余杭网点,浦东网点,重量异常,低
WLYD9961194,广州鼓楼区,上海天河区,吴洋,EMP_013,黄强贸易公司,顺丰速运,建材,零担,3041kg,5.47m³,4494元,1760元,2025-02-20 00:00,2025-04-22 10:12,2025-02-20 00:00,2025-12-13 10:15,已退回,刘强,684km,南山网点,天河网点,未及时签收,中
WLYD9784015,北京朝阳区,上海南山区,黄敏,EMP_059,周磊贸易公司,顺丰速运,化工品,整车,2335kg,9.80m³,4430元,1852元,2025-12-02 08:17,2025-11-12 19:04,2025-12-02 08:17,2026-06-10 14:37,派送中,李强,1385km,鼓楼网点,天河网点,未及时签收,高
WLYD7417870,上海南山区,深圳朝阳区,赵静,EMP_054,黄洋贸易公司,顺丰速运,服装,零担,191kg,5.06m³,580元,3073元,2026-11-23 17:43,2026-07-06 23:40,2026-11-23 17:43,2026-09-20 16:39,派送中,吴敏,292km,鼓楼网点,南山网点,虚假签收,高
WLYD1180001,南京鼓楼区,杭州浦东新区,陈秀英,EMP_029,陈娜贸易公司,顺丰速运,电子产品,整车,4055kg,3.31m³,1309元,2594元,2025-12-24 16:59,2025-12-02 01:36,2025-12-24 16:59,2026-10-22 23:04,已签收,王磊,1375km,朝阳网点,余杭网点,重量异常,中
WLYD1216559,杭州鼓楼区,北京浦东新区,王敏,EMP_053,张静贸易公司,顺丰速运,电子产品,合同物流,4618kg,7.08m³,2010元,3313元,2025-02-28 15:18,2026-05-27 02:48,2025-02-28 15:18,2026-06-16 12:09,已退回,黄磊,1223km,天河网点,天河网点,路线异常,低
WLYD5935942,广州浦东新区,上海南山区,王磊,EMP_084,陈强贸易公司,顺丰速运,服装,整车,4514kg,2.83m³,3529元,1756元,2026-09-03 02:31,2025-02-19 04:46,2026-09-03 02:31,2026-06-01 06:59,已签收,陈伟,520km,鼓楼网点,南山网点,路线异常,低
WLYD6053299,深圳鼓楼区,上海浦东新区,李敏,EMP_035,赵秀英贸易公司,顺丰速运,食品,合同物流,118kg,0.42m³,4074元,292元,2025-09-09 16:56,2025-02-26 15:05,2025-09-09 16:56,2025-05-19 07:20,已签收,王伟,401km,鼓楼网点,鼓楼网点,运费异常,高
WLYD3032202,南京鼓楼区,北京鼓楼区,张洋,EMP_091,杨敏贸易公司,顺丰速运,食品,零担,489kg,7.94m³,2780元,1803元,2026-09-20 05:56,2026-04-26 12:05,2026-09-20 05:56,2026-04-26 20:32,已退回,黄洋,1738km,余杭网点,浦东网点,货物损坏,高
WLYD4371442,北京浦东新区,上海浦东新区,张强,EMP_021,李磊贸易公司,顺丰速运,电子产品,零担,1678kg,5.89m³,3759元,2502元,2026-12-02 01:34,2025-05-18 15:41,2026-12-02 01:34,2026-02-19 07:37,已退回,张磊,1392km,朝阳网点,鼓楼网点,超时派送,低
WLYD4022635,上海天河区,广州朝阳区,周敏,EMP_081,赵伟贸易公司,顺丰速运,化工品,零担,4693kg,3.97m³,4759元,1160元,2026-04-11 04:00,2025-01-18 13:42,2026-04-11 04:00,2025-05-09 17:40,已退回,李静,1680km,天河网点,天河网点,货物损坏,高
WLYD4310458,广州浦东新区,北京浦东新区,杨秀英,EMP_034,陈丽贸易公司,顺丰速运,服装,合同物流,3963kg,5.53m³,397元,1034元,2025-01-23 05:47,2026-09-03 20:20,2025-01-23 05:47,2026-02-03 22:31,已退回,张洋,1119km,鼓楼网点,朝阳网点,运费异常,低
WLYD4997165,深圳余杭区,上海余杭区,黄伟,EMP_074,刘静贸易公司,顺丰速运,化工品,零担,3589kg,5.82m³,2624元,4267元,2026-02-03 03:18,2025-02-14 21:05,2026-02-03 03:18,2026-02-12 20:36,派送中,陈敏,1870km,余杭网点,鼓楼网点,未及时签收,低
WLYD4456822,杭州鼓楼区,北京余杭区,黄娜,EMP_030,陈磊贸易公司,顺丰速运,电子产品,合同物流,4333kg,8.05m³,3067元,2374元,2025-07-07 20:33,2026-01-09 15:22,2025-07-07 20:33,2026-05-13 14:19,已签收,陈丽,1056km,浦东网点,鼓楼网点,超时派送,高
WLYD3239557,北京余杭区,广州浦东新区,吴磊,EMP_044,陈秀英贸易公司,顺丰速运,化工品,零担,506kg,5.05m³,2410元,2345元,2026-07-03 18:11,2025-10-11 11:00,2026-07-03 18:11,2026-08-17 17:43,已退回,陈磊,1305km,鼓楼网点,鼓楼网点,未及时签收,高
WLYD3834793,上海朝阳区,杭州鼓楼区,刘丽,EMP_033,赵磊贸易公司,顺丰速运,建材,合同物流,3139kg,1.77m³,4910元,2357元,2025-08-21 08:54,2025-04-17 11:34,2025-08-21 08:54,2026-04-27 10:26,派送中,陈丽,1613km,鼓楼网点,余杭网点,超时派送,中
WLYD6923538,南京天河区,南京鼓楼区,黄芳,EMP_007,周伟贸易公司,顺丰速运,电子产品,整车,1623kg,2.17m³,1034元,1387元,2025-12-12 21:48,2025-01-19 04:21,2025-12-12 21:48,2026-04-24 09:06,已签收,王伟,1898km,浦东网点,余杭网点,运费异常,高
WLYD5035199,杭州朝阳区,上海余杭区,黄伟,EMP_083,周秀英贸易公司,顺丰速运,食品,合同物流,3894kg,6.55m³,2699元,1762元,2026-07-22 13:14,2026-07-13 03:13,2026-07-22 13:14,2026-03-01 07:33,已退回,周洋,1468km,朝阳网点,浦东网点,重量异常,中
WLYD6308526,杭州鼓楼区,北京南山区,周娜,EMP_043,张伟贸易公司,顺丰速运,服装,合同物流,2911kg,6.54m³,4464元,3483元,2026-05-16 04:04,2026-10-14 04:30,2026-05-16 04:04,2026-02-09 06:52,已签收,刘敏,426km,天河网点,朝阳网点,超时派送,高
WLYD3325962,北京南山区,北京浦东新区,周秀英,EMP_019,张芳贸易公司,顺丰速运,化工品,零担,470kg,8.04m³,4803元,2441元,2025-02-26 18:01,2026-08-22 04:58,2025-02-26 18:01,2026-06-26 05:34,已退回,陈洋,819km,余杭网点,南山网点,重量异常,低
WLYD6700659,上海南山区,深圳天河区,陈磊,EMP_011,王伟贸易公司,顺丰速运,服装,合同物流,2831kg,1.54m³,2673元,903元,2026-07-11 17:15,2026-01-21 08:39,2026-07-11 17:15,2025-07-21 22:22,已签收,吴秀英,1087km,浦东网点,浦东网点,货物损坏,低
WLYD3244979,广州鼓楼区,深圳浦东新区,周丽,EMP_030,黄伟贸易公司,顺丰速运,服装,整车,551kg,1.04m³,949元,2291元,2025-05-02 14:59,2026-05-14 11:15,2025-05-02 14:59,2026-09-22 05:35,派送中,赵磊,891km,鼓楼网点,南山网点,未及时签收,高
WLYD6603105,深圳天河区,杭州天河区,王芳,EMP_084,杨丽贸易公司,顺丰速运,食品,整车,2538kg,5.73m³,774元,3977元,2026-04-19 21:27,2026-10-10 21:40,2026-04-19 21:27,2025-03-17 05:03,已签收,赵芳,968km,朝阳网点,天河网点,包装破损,低
WLYD7263644,南京南山区,北京余杭区,赵洋,EMP_054,赵丽贸易公司,顺丰速运,服装,合同物流,884kg,9.43m³,4089元,4316元,2026-12-16 19:31,2026-04-17 10:08,2026-12-16 19:31,2025-04-02 19:16,派送中,赵静,1643km,浦东网点,朝阳网点,货物损坏,低
WLYD7349974,南京南山区,广州浦东新区,杨洋,EMP_021,周丽贸易公司,顺丰速运,电子产品,整车,4539kg,2.41m³,1641元,3305元,2026-03-05 16:03,2026-07-21 14:08,2026-03-05 16:03,2025-07-14 03:16,已签收,周磊,312km,余杭网点,浦东网点,货物损坏,中
WLYD4939333,北京南山区,上海南山区,吴娜,EMP_011,刘秀英贸易公司,顺丰速运,建材,零担,4207kg,9.48m³,3863元,1093元,2026-09-18 21:32,2025-12-02 17:41,2026-09-18 21:32,2025-04-08 06:45,已签收,陈静,835km,浦东网点,南山网点,路线异常,中
WLYD1866278,广州余杭区,北京朝阳区,陈静,EMP_003,黄敏贸易公司,顺丰速运,食品,零担,1112kg,6.02m³,4248元,3031元,2025-12-23 08:05,2026-12-22 08:03,2025-12-23 08:05,2025-01-22 09:46,已签收,李静,1971km,天河网点,鼓楼网点,包装破损,高
WLYD3483091,上海南山区,南京朝阳区,周强,EMP_085,杨伟贸易公司,顺丰速运,服装,整车,3258kg,8.47m³,4465元,3881元,2025-06-05 10:52,2026-05-17 05:28,2025-06-05 10:52,2026-04-07 23:26,已签收,刘娜,253km,天河网点,浦东网点,路线异常,中
WLYD9422330,上海南山区,南京鼓楼区,王丽,EMP_065,黄磊贸易公司,顺丰速运,建材,零担,211kg,7.96m³,4963元,4636元,2026-11-02 15:22,2026-03-27 22:46,2026-11-02 15:22,2026-08-08 14:43,派送中,吴磊,365km,浦东网点,朝阳网点,货物损坏,低
